
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

	<CurrencyName> #tm_ruble												// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
		<Currency> MoneyRuble1, 	1										// Currency Classname, Currency Money Value
		<Currency> MoneyRuble5, 	5
		<Currency> MoneyRuble10, 	10
		<Currency> MoneyRuble25, 	25
		<Currency> MoneyRuble50, 	50
		<Currency> MoneyRuble100, 	100


<Trader> Consume Trader														// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables													// Category Name
		CaninaBerry,								*,		1,			-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,								*,		1,			-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,										*,		10,			-1	// Buyvalue -1 means it can not be bought
		Kiwi,										*,		10,			-1	// Sellvalue -1 means it can not be selled					  
		Loftd_gaptopsuit_pants,					*,		5200,		1650
		Loftd_cargoshorts_green,				*,		5200,		1650
		Loftd_cargoshorts_black,				*,		5200,		1650
		Loftd_ririteopants,						*,		5200,		1650
		Loftd_aidansuit_pants_blue,				*,		5200,		1650
		Loftd_aidansuit_pants_crew,				*,		5200,		1650
		Loftd_aidansuit_pants_reinfeld,			*,		5200,		1650
		Loftd_aidansuit_pants_star,				*,		5200,		1650
		Loftd_Reinapants_teh,					*,		5200,		1650
		Loftd_Reinapants_skull,					*,		5200,		1650
		Loftd_Reinapants,						*,		5200,		1650
		Loftd_blackpants,						*,		5200,		1650
		Loftd_Arcpants_grey,					*,		5200,		1650
		Loftd_Arcpants_black,					*,		5200,		1650
		Loftd_ririteopants_blue,				*,		5200,		1650
		Loftd_ririteopants_black,				*,		5200,		1650
		Loftd_carharttpants,					*,		5200,		1650
		Loftd_wdpants,							*,		5200,		1650
		Loftd_wdpants_green,					*,		5200,		1650
		Loftd_wdpants_black,					*,		5200,		1650
		
	<Category>Loftd Foot Wear
		Loftd_snowboots,						*,		1950,		650
		Loftd_snowboots_gr,						*,		1950,		650
		Loftd_airRydershoes,					*,		1950,		650
		Loftd_airRydershoes_red,				*,		1950,		650
		Loftd_wolverineBoots,					*,		1950,		650
		Loftd_wolverineBoots_br,				*,		1950,		650
		Loftd_vagabondboots_red,				*,		1950,		650
		Loftd_vagabondboots_black,				*,		1950,		650
		Loftd_vagabondboots_green,				*,		1950,		650
		Loftd_snowboots_grey,					*,		1950,		650
		Loftd_blacksuitboots,					*,		1950,		650
				
	<Category> Loftd Pouches
		Loftd_Shoulderholster,					*,		1900,		600
		Loftd_Shoulderholster_black,			*,		1900,		600
		Loftd_NylonKnifeSheath_Black,			*,		1900,		600
		Loftd_NylonKnifeSheath_green,			*,		1900,		600
		Loftd_NylonKnifeSheath_camo,			*,		1900,		600
		Loftd_NylonKnifeSheath_White,			*,		1900,		600
		Loftd_wallet_p,							*,		1900,		600
		Loftd_wallet_b,							*,		1900,		600		
		
	<Category> Ghillie
		// Keep in Mind that Players can also 
		// craft Ghillie Clothing and sell them!
		GhillieAtt_Mossy,		*,		220,	70
		GhillieAtt_Tan,			*,		220,	70
		GhillieAtt_Woodland,	*,		220,	70
		GhillieHood_Mossy,		*,		220,	70
		GhillieHood_Tan,		*,		220,	70
		GhillieHood_Woodland,	*,		220,	70
		GhillieBushrag_Mossy,	*,		400,	130
		GhillieBushrag_Tan,		*,		400,	130
		GhillieBushrag_Woodland,*,		400,	130
		GhillieTop_Mossy,		*,		600,	200
		GhillieTop_Tan,			*,		600,	200
		GhillieTop_Woodland,	*,		600,	200
		GhillieSuit_Mossy,		*,		2500,	300
		GhillieSuit_Tan,		*,		2500,	300
		GhillieSuit_Woodland,	*,		2500,	300
		
	<Category> Collectables Wanted
		SantasBeard,	        		*,		-1,	1000
		SantasHat,			    		*,		-1,	1000
		PumpkinHelmet,		    		*,		-1,	1000
		WitchHat,		        		*,		-1,	2500
		Cauldron,		        		*,		-1,	500
		CrookedNose,		    		*,		-1,	500
		WitchHood_Black,				*,		-1,	1000
		WitchHood_Brown,				*,		-1,	1000
		WitchHood_Red,		    		*,		-1,	1000
		TF_Foil_hat,					*,		-1,	1000
		BabyYoda_Plush,					*,		-1,	2000
		StormtrooperHelmet,				*,		-1,	5000
		MandalorianHelmet,				*,		-1,	5000
		HuntingBag_Hannah,				*,		-1,	5000
		MilitaryBoots_Redpunk,			*,		-1,	1000
		SH_JacketProtect,				*,		-1,	5000
		SH_PantsProtect,				*,		-1,	5000
		DarkMotoHelmet_YellowScarred,	*,		-1,	5000
		NorseHelm,						*,		-1,	5000
		GreatHelm,						*,		-1,	5000
		MedievalBoots,					*,		-1,	5000
		Chestplate,						*,		-1,	2000
		Chainmail_Leggings,				*,		-1,	1000
		Chainmail_Coif,					*,		-1,	1000
		Chainmail,						*,		-1,	1000
		HM_Helmet,                   	*,		-1,	1250

	<Category> MSP Collectables
		Msp_SantaPants,                   	*,		-1,	750
		Msp_SantaJacket,                   	*,		-1,	750
		Msp_Bunny,                   	*,		-1,	750
		Msp_Rabbit,                   	*,		-1,	750 
		Msp_Egg_Blue,                   	*,		-1,	750 
		Msp_Egg_Pink,                   	*,		-1,	750 
		Msp_Egg_Red,                   	*,		-1,	750 
		Msp_Egg_Green,                   	*,		-1,	750 
		Msp_Egg_Purple,                   	*,		-1,	750 
		Msp_Egg_Yellow,                   	*,		-1,	750
		Msp_WitchHat,                   	*,		-1,	750
		Msp_WitchCauldron,                   	*,		-1,	750
		Msp_CoffinBox,                   	*,		-1,	750 
		Msp_MedievalGibbet_Kit,                   	*,		-1,	750
		Msp_MedievalGibbetWithMount_Kit,                   	*,		-1,	750
		Msp_Trophy_Gold,                   	*,		-1,	7500 
		Msp_Trophy_Bronze,                   	*,		-1,	6500 
		Msp_Trophy_Silver,                   	*,		-1,	5500

	<Category> Holster & Pouches
		ChestHolster,		            *,		600,	300
		LeatherKnifeSheath,		        *,		600,	300
		NylonKnifeSheath,		        *,		600,	300
		PlateCarrierHolster,		    *,		600,	300
		PlateCarrierHolster_Black,		*,		600,	300
		PlateCarrierHolster_Camo,		*,		600,	300
		PlateCarrierHolster_Green,		*,		600,	300
		PlateCarrierPouches,		    *,		1000,	500
		PlateCarrierPouches_Black,		*,		1000,	500
		PlateCarrierPouches_Camo,		*,		1000,	500
		PlateCarrierPouches_Green,		*,		1000,	500
		
	<Category> Belt
		CivilianBelt,			*,		200,		60
		MilitaryBelt,			*,		200,		60
		
	<Category> Bags
		ChildBag_Red,			*,		200,		50
		ChildBag_Blue,			*,		200,		50
		ChildBag_Green,			*,		250,		60
		DryBag_Yellow,			*,		300,		80
		DryBag_Orange,			*,		300,		80
		DryBag_Red,				*,		300,		80
		DryBag_Blue,			*,		300,		80
		DryBag_Black,			*,		350,		80
		DryBag_Green,			*,		400,		100
		TaloonBag_Orange,		*,		500,		100
		TaloonBag_Violet,		*,		500,		100
		TaloonBag_Blue,			*,		500,		100
		TaloonBag_Green,		*,		700,		200
		SmershBag,				*,		250,		300
		WaterproofBag_Yellow,	*,		500,		300
		WaterproofBag_Orange,	*,		500,		300
		WaterproofBag_Green,	*,		500,		300
		AssaultBag_Black,		*,		1500,		300
		AssaultBag_Green,		*,		1500,		300
		AssaultBag_Ttsko,		*,		1500,		300
		HuntingBag,				*,		1300,		300
		TortillaBag,			*,		1800,		600
		CoyoteBag_Brown,		*,		1800,		600
		CoyoteBag_Green,		*,		1800,		600
		MountainBag_Orange,		*,		3000,		800
		MountainBag_Red,		*,		3000,		800
		MountainBag_Blue,		*,		3000,		800
		MountainBag_Green,		*,		3600,		100
		AliceBag_Black,			*,		4000,		1500
		AliceBag_Green,			*,		4000,		1500
		AliceBag_Camo,			*,		5000,		2200

<Category> We Buy Leather
		TannedLeather,			        *,		-1,		250
		LeatherGloves_Beige,			*,		-1,		2950
		LeatherGloves_Black,			*,		-1,		2950
		LeatherGloves_Brown,			*,		-1,		2950
		LeatherGloves_Natural,			*,		-1,		2900
		LeatherHat_Beige,			    *,		-1,		1000
		LeatherHat_Black,			    *,		-1,		1000
		LeatherHat_Brown,			    *,		-1,		1000
		LeatherHat_Natural,			    *,		-1,		860
		LeatherShirt_Natural,			*,		-1,		2250
		LeatherStorageVest_Beige,		*,		-1,		4550
		LeatherStorageVest_Black,		*,		-1,		4550
		LeatherStorageVest_Brown,		*,		-1,		4550
		LeatherStorageVest_Natural,		*,		-1,		4500
		LeatherJacket_Beige,			*,		-1,		4850
		LeatherJacket_Black,			*,		-1,		4850
		LeatherJacket_Brown,			*,		-1,		4850
		LeatherJacket_Natural,			*,		-1,		4800
		LeatherPants_Beige,			    *,		-1,		2300
		LeatherPants_Black,			    *,		-1,		2300
		LeatherPants_Brown,			    *,		-1,		2300
		LeatherPants_Natural,			*,		-1,		2260
		LeatherShoes_Beige,			    *,		-1,		2950
		LeatherShoes_Black,			    *,		-1,		2950
		LeatherShoes_Brown,			    *,		-1,		2950
		LeatherShoes_Natural,			*,		-1,		2900
		CourierBag,			            *,		-1,		2000
		ImprovisedBag,			        *,		-1,		2050
		FurCourierBag,			        *,		-1,		3000
		FurImprovisedBag,			    *,		-1,		3050
		LeatherSack_Beige,			    *,		-1,		1950
		LeatherSack_Black,			    *,		-1,		1950
		LeatherSack_Brown,			    *,		-1,		1950
		LeatherSack_Natural,			*,		-1,		1900
		
	<Category> Viking Clothes
		rag_viking_leather_vest,        *,    -1,  1550
		rag_viking_leather_pants,       *,    -1,  1550
		rag_viking_leather_jacket,      *,    -1,  1550
		rag_viking_leather_gloves,      *,    -1,  1550
		rag_viking_leatherbag,          *,    -1,  1550
		rag_viking_belt,                *,    -1,  1550
		rag_viking_pouch_1,             *,    -1,  1550
		rag_viking_pouch_2,             *,    -1,  1550
		rag_viking_pouch_3,             *,    -1,  1550
		rag_viking_holster,             *,    -1,  1550
		rag_viking_raven,               *,    -1,  1550
		rag_viking_boots,               *,    -1,  1550
		rag_viking_helmet,              *,    -1,  1550
		rag_viking_helmet2,             *,    -1,  1550
		rag_viking_helmet3,             *,    -1,  1550
		rag_viking_helmet4,             *,    -1,  1550
		rag_viking_helmet5,             *,    -1,  1550
		rag_viking_bracer,              *,    -1,  1550		

	<Category> Windstrides Clothing
		PMK_5A_Gas_Mask,				*,		2000,	90
		Plague_Mask,					*,		2000,	90
		Ragged_Eyepatch,				*,		700,	90
		Eyepatch,						*,		700,	90
		Fingerless_Gloves,				*,		700,	90
		Fingerless_Gloves_Brown,		*,		700,	90
		Fingerless_Gloves_Wool,			*,		700,	90
		Fingerless_Gloves_Wool_Grey,	*,		700,	90
		Fingerless_Gloves_Wool_Black,	*,		700,	90
		Blue_Leggings,					*,		700,	90
		Latex_Leggings,					*,		700,	90
		Adidas_Leggings,				*,		700,	90
		Red_Leggings,					*,		700,	90
		Purple_Leggings,				*,		700,	90
		Latex_White_Leggings,			*,		700,	90
		Fleece_Grey_Leggings,			*,		700,	90
		Galife_Pants_Olive,				*,		700,	90
		Galife_Pants_Navy,				*,		700,	90
		Leather_Cloak_down,				*,		700,	90
		Poncho_Red_Checkered,			*,		700,	90
		Poncho_Blue_Checkered,			*,		700,	90
		Poncho_Yellow_Checkered,		*,		700,	90
		Poncho_Brown,					*,		700,	90
		Poncho_Green,					*,		700,	90
		Poncho_White,					*,		700,	90
		Poncho_Red,						*,		700,	90
		Poncho_Black,					*,		700,	90
		Poncho_BlackAndWhite,			*,		700,	90
		Poncho_BlackAndWhite2,			*,		700,	90
		Military_Sweater,				*,		700,	90
		Military_Sweater_Red,			*,		700,	90
		Military_Sweater_Blue,			*,		700,	90
		Military_Sweater_Green,			*,		700,	90
		Military_Sweater_Black,			*,		700,	90
		Military_Sweater_White,			*,		700,	90
		High_Knee_Sneakers,				*,		700,	90
		High_Knee_Sneakers_Black,		*,		700,	90
		Shemagh_Brown,					*,		700,	90
		Shemagh_Green,					*,		700,	90
		Shemagh_Red,					*,		700,	90
		Shemagh_White,					*,		700,	90
		Shemagh_Black,					*,		700,	90
		Shemagh_Facemask_Brown,			*,		600,	80
		Shemagh_Facemask_Green,			*,		600,	80
		Shemagh_Facemask_Red,			*,		600,	80
		Shemagh_Facemask_White,			*,		600,	80
		Shemagh_Facemask_Black,			*,		600,	80
		Shemagh_Scarf_Brown,			*,		600,	80
		Shemagh_Scarf_Green,			*,		600,	80
		Shemagh_Scarf_Red,				*,		600,	80
		Shemagh_Scarf_White,			*,		600,	80
		Shemagh_Scarf_Black,			*,		600,	80
		Layered_Shirt_Base,				*,		700,	90
		Layered_Shirt_White,			*,		700,	90
		Layered_Shirt_Cheburashka,		*,		700,	90
		Layered_Shirt_Courage,			*,		700,	90
		Layered_Shirt_Lily,				*,		700,	90
		Kneepads_Jeans_Base,			*,		700,	90
		Kneepads_Jeans_Black,			*,		700,	90
		Winter_Parka_Base,				*,		700,	90
		Winter_Parka_White,				*,		700,	90
		Winter_Parka_Green,				*,		700,	90
		Wool_GreatCoat_Navy,			*,		700,	90
		Wool_GreatCoat_Olive,			*,		700,	90
		Wool_GreatCoat_Grey,			*,		700,	90
		Defender_Vest_Classic,			*,		2000,	400
		Defender_Vest_Black,			*,		2000,	400
		Medium_Sleeves_Shirt,			*,		700,	90
		Medium_Sleeves_Shirt_Red,		*,		700,	90
		Medium_Sleeves_Shirt_Blue,		*,		700,	90
		FlipFlops_Colorbase,			*,		700,	90
		Slouch_Hat_Brown,				*,		700,	90
		High_Knee_Sneakers,				*,		700,	90
		High_Knee_Sneakers_Black,		*,		700,	90
		SK8_Sneakers_Black,				*,		700,	90
		SK8_Sneakers_FullBlack,			*,		700,	90
		SK8_Sneakers_Blue,				*,		700,	90
		Kirza_Boots,					*,		700,	90
		Round_Glasses,					*,		700,	90
		Round_Glasses_Black,			*,		700,	90
		Skinny_Jeans_Black,				*,		700,	90
		Skinny_Jeans_Blue,				*,		700,	90
		Tactical_Leg_Holster_Black,		*,		700,	90
		Scarf_Brown,					*,		700,	90
		Scarf_ColorPalette1,			*,		700,	90
		Scarf_Blue,						*,		700,	90

	<Category> Windstrides Backpack
		Canvas_Backpack_Base,			*,		700,	90
		Canvas_Backpack_Black,			*,		700,	90
		Canvas_Backpack_White,			*,		700,	90
		Canvas_Backpack_Red,			*,		700,	90
		Canvas_Backpack_Blue,			*,		700,	90
		Canvas_Backpack_Purple,			*,		700,	90
		Golden_Winged_Pin,				*,		700,	90
		Button_Pin_Radioactive,			*,		700,	90
		Button_Pin_Daisy,				*,		700,	90
		Sheriff_Badge,					*,		700,	90
	
<Trader> Vehicles Trader
	<Category> Vehicle Repair
		HeadlightH7_Box,				*,		30,		15
		SparkPlug,						*,		60,		40
		CanisterGasoline,				*,		25000,	1200
		Blowtorch,						*,		200,	50
		GlowPlug,						*,		120,	60
		CarBattery,						*,		200,	50
		TruckBattery,					*,		280,	100
		CarRadiator,					*,		500,	100
		TireRepairKit,					*,		220,	100
		Wrench,							*,		200,	50
		LugWrench,						*,		30,		10
		PipeWrench,						*,		60,		15
		HydraulicJack,					*,		520,	200
		PowerGenerator,					*,		3000,	1000
		BatteryCharger,					*,		40,		20
		CarTent,						*,		5000,	700
		Roadflare,						*,		4,		2
		TrafficCone,					*,		520,	200
		Garage_Sign_PlayerKit,			*,		250000,	120000
		Garage_Sign_PlayerKit_2,		*,		500000,	245000
		
	<Category> Vanilla Vehicles
		OffroadHatchback,					VNK,		14000,	8000	// Use VNK instead of V as Quantity to not give a Vehicle Key when bought.
		OffroadHatchback_Blue,				VNK,		14000,	8000
		OffroadHatchback_White,				VNK,		14000,	8000
		Hatchback_02,						VNK,		16000,	9600
		Hatchback_02_Blue,					VNK,		16000,	9600
		Hatchback_02_Black,					VNK,		16000,	9600
		Sedan_02,							VNK,		18000,	10200
		Sedan_02_Red,						VNK,		18000,	10200
		Sedan_02_Grey,						VNK,		18000,	10200
		CivilianSedan,						VNK,		20000,	11000
		CivilianSedan_Wine,					VNK,		20000,	11000
		CivilianSedan_Black,				VNK,		20000,	11000
		Truck_01_Covered,					VNK,		80000,	65000
        Truck_01_Covered_Blue,				VNK,		80000,	65000
        Truck_01_Covered_Orange,			VNK,		80000,	65000
		Offroad_02,             			VNK,		90000,	75000
	
	<Category> Vanilla Vehicle Parts
		HeadlightH7_Box,					*,		30,		15
		SparkPlug,							*,		60,		40
		EngineOil,							*,		70,		40
		CarBattery,							*,		100,	50
		Blowtorch,							*,		200,	50
		TruckBattery,						*,		180,	100
		CarRadiator,						*,		500,	100
		TireRepairKit,						*,		220,	100
		HatchbackHood,						*,		300,	100
		HatchbackHood_Blue,					*,		300,	100
		HatchbackHood_White,				*,		300,	100
		HatchbackHood_GreenRust,			*,		300,	100
		HatchbackHood_BlueRust,				*,		300,	100
		HatchbackHood_WhiteRust,			*,		300,	100
		HatchbackTrunk,						*,		380,	130
		HatchbackTrunk_Blue,				*,		380,	130
		HatchbackTrunk_White,				*,		380,	130
		HatchbackTrunk_GreenRust,			*,		380,	130
		HatchbackTrunk_BlueRust,			*,		380,	130
		HatchbackTrunk_WhiteRust,			*,		380,	130
		HatchbackDoors_Driver,				*,		450,	160
		HatchbackDoors_Driver_Blue,			*,		450,	160
		HatchbackDoors_Driver_White,		*,		450,	160
		HatchbackDoors_Driver_GreenRust,	*,		450,	160
		HatchbackDoors_Driver_BlueRust,		*,		450,	160
		HatchbackDoors_Driver_WhiteRust,	*,		450,	160
		HatchbackDoors_CoDriver,			*,		450,	160
		HatchbackDoors_CoDriver_Blue,		*,		450,	160
		HatchbackDoors_CoDriver_White,		*,		450,	160
		HatchbackDoors_CoDriver_GreenRust,	*,		450,	160
		HatchbackDoors_CoDriver_BlueRust,	*,		450,	160
		HatchbackDoors_CoDriver_WhiteRust,	*,		450,	160
		HatchbackWheel,						*,		500,	100
		Hatchback_02_Hood,				*,		300,	100
		Hatchback_02_Hood_Black,		*,		300,	100
		Hatchback_02_Hood_Blue,			*,		300,	100
		Hatchback_02_Hood_RedRust,		*,		300,	100
		Hatchback_02_Hood_BlackRust,	*,		300,	100
		Hatchback_02_Hood_BlueRust,		*,		300,	100
		Hatchback_02_Trunk,				*,		380,	130
		Hatchback_02_Trunk_Black,		*,		380,	130
		Hatchback_02_Trunk_Blue,		*,		380,	130
		Hatchback_02_Trunk_RedRust,		*,		380,	130
		Hatchback_02_Trunk_BlackRust,	*,		380,	130
		Hatchback_02_Trunk_BlueRust,	*,		380,	130
		Hatchback_02_Door_1_1,			*,		450,	160
		Hatchback_02_Door_1_1_Black,	*,		450,	160
		Hatchback_02_Door_1_1_Blue,		*,		450,	160
		Hatchback_02_Door_1_1_RedRust,	*,		450,	160
		Hatchback_02_Door_1_1_BlackRust,*,		450,	160
		Hatchback_02_Door_1_1_BlueRust,	*,		450,	160
		Hatchback_02_Door_1_2,			*,		450,	160
		Hatchback_02_Door_1_2_Black,	*,		450,	160
		Hatchback_02_Door_1_2_Blue,		*,		450,	160
		Hatchback_02_Door_1_2_RedRust,	*,		450,	160
		Hatchback_02_Door_1_2_BlackRust,*,		450,	160
		Hatchback_02_Door_1_2_BlueRust,	*,		450,	160
		Hatchback_02_Door_2_1,			*,		450,	160
		Hatchback_02_Door_2_1_Black,	*,		450,	160
		Hatchback_02_Door_2_1_Blue,		*,		450,	160
		Hatchback_02_Door_2_1_RedRust,	*,		450,	160
		Hatchback_02_Door_2_1_BlackRust,*,		450,	160
		Hatchback_02_Door_2_1_BlueRust,	*,		450,	160
		Hatchback_02_Door_2_2,			*,		450,	160
		Hatchback_02_Door_2_2_Black,	*,		450,	160
		Hatchback_02_Door_2_2_Blue,		*,		450,	160
		Hatchback_02_Door_2_2_RedRust,	*,		450,	160
		Hatchback_02_Door_2_2_BlackRust,*,		450,	160
		Hatchback_02_Door_2_2_BlueRust,	*,		450,	160
		Hatchback_02_Wheel,				*,		500,	100
		Sedan_02_Hood,					*,		300,	100
		Sedan_02_Hood_Red,				*,		300,	100
		Sedan_02_Hood_Grey,				*,		300,	100
		Sedan_02_Hood_YellowRust,		*,		300,	100
		Sedan_02_Hood_RedRust,			*,		300,	100
		Sedan_02_Hood_GreyRust,			*,		300,	100
		Sedan_02_Trunk,					*,		450,	150
		Sedan_02_Trunk_Red,				*,		450,	150
		Sedan_02_Trunk_Grey,			*,		450,	150
		Sedan_02_Trunk_YellowRust,		*,		450,	150
		Sedan_02_Trunk_RedRust,			*,		450,	150
		Sedan_02_Trunk_GreyRust,		*,		450,	150
		Sedan_02_Door_1_1,				*,		450,	160
		Sedan_02_Door_1_1_Red,			*,		450,	160
		Sedan_02_Door_1_1_Grey,			*,		450,	160
		Sedan_02_Door_1_1_YellowRust,	*,		450,	160
		Sedan_02_Door_1_1_RedRust,		*,		450,	160
		Sedan_02_Door_1_1_GreyRust,		*,		450,	160
		Sedan_02_Door_1_2,				*,		450,	160
		Sedan_02_Door_1_2_Red,			*,		450,	160
		Sedan_02_Door_1_2_Grey,			*,		450,	160
		Sedan_02_Door_1_2_YellowRust,	*,		450,	160
		Sedan_02_Door_1_2_RedRust,		*,		450,	160
		Sedan_02_Door_1_2_GreyRust,		*,		450,	160
		Sedan_02_Door_2_1,				*,		450,	160
		Sedan_02_Door_2_1_Red,			*,		450,	160
		Sedan_02_Door_2_1_Grey,			*,		450,	160
		Sedan_02_Door_2_1_YellowRust,	*,		450,	160
		Sedan_02_Door_2_1_RedRust,		*,		450,	160
		Sedan_02_Door_2_1_GreyRust,		*,		450,	160
		Sedan_02_Door_2_2,				*,		450,	160  
		Sedan_02_Door_2_2_Red,			*,		450,	160  
		Sedan_02_Door_2_2_Grey,			*,		450,	160  
		Sedan_02_Door_2_2_YellowRust,	*,		450,	160  
		Sedan_02_Door_2_2_RedRust,		*,		450,	160  
		Sedan_02_Door_2_2_GreyRust,		*,		450,	160  
		Sedan_02_Wheel,					*,		500,	100
		CivSedanHood,						*,		400,	140
		CivSedanHood_Wine,					*,		400,	140
		CivSedanHood_Black,					*,		400,	140
		CivSedanHood_WhiteRust,				*,		400,	140
		CivSedanHood_WineRust,				*,		400,	140
		CivSedanHood_BlackRust,				*,		400,	140
		CivSedanTrunk,						*,		450,	150
		CivSedanTrunk_Wine,					*,		450,	150
		CivSedanTrunk_Black,				*,		450,	150
		CivSedanTrunk_WhiteRust,			*,		450,	150
		CivSedanTrunk_WineRust,				*,		450,	150
		CivSedanTrunk_BlackRust,			*,		450,	150
		CivSedanDoors_Driver,				*,		500,	180
		CivSedanDoors_Driver_Wine,			*,		500,	180
		CivSedanDoors_Driver_Black,			*,		500,	180
		CivSedanDoors_Driver_WhiteRust,		*,		500,	180
		CivSedanDoors_Driver_WineRust,		*,		500,	180
		CivSedanDoors_Driver_BlackRust,		*,		500,	180
		CivSedanDoors_CoDriver,				*,		500,	180
		CivSedanDoors_CoDriver_Wine,		*,		500,	180
		CivSedanDoors_CoDriver_Black,		*,		500,	180
		CivSedanDoors_CoDriver_WhiteRust,	*,		500,	180
		CivSedanDoors_CoDriver_WineRust,	*,		500,	180
		CivSedanDoors_CoDriver_BlackRust,	*,		500,	180
		CivSedanDoors_BackLeft,				*,		500,	180
		CivSedanDoors_BackLeft_Wine,		*,		500,	180
		CivSedanDoors_BackLeft_Black,		*,		500,	180
		CivSedanDoors_BackLeft_WhiteRust,	*,		500,	180
		CivSedanDoors_BackLeft_WineRust,	*,		500,	180
		CivSedanDoors_BackLeft_BlackRust,	*,		500,	180
		CivSedanDoors_BackRight,			*,		500,	180
		CivSedanDoors_BackRight_Wine,		*,		500,	180
		CivSedanDoors_BackRight_Black,		*,		500,	180
		CivSedanDoors_BackRight_WhiteRust,	*,		500,	180
		CivSedanDoors_BackRight_WineRust,	*,		500,	180
		CivSedanDoors_BackRight_BlackRust,	*,		500,	180
